transid,accountid,date,type,operation,amount,balance,ksymbol,bank,account
40813,133,1998-01-03,VYDAJ,VYBER,4800,48126,NULL,NULL,NULL
40814,133,1998-01-13,VYDAJ,VYBER,3600,25960,NULL,NULL,NULL
40815,133,1998-01-01,VYDAJ,VYBER,2400,52926,NULL,NULL,NULL
40816,133,1998-01-16,VYDAJ,VYBER,6900,50003,NULL,NULL,NULL
40817,133,1998-01-21,VYDAJ,VYBER,4500,45503,NULL,NULL,NULL
40818,133,1998-01-27,VYDAJ,VYBER,6600,38903,NULL,NULL,NULL
40825,133,1998-10-07,VYDAJ,VYBER,12900,24723,NULL,NULL,NULL
40826,133,1998-11-01,VYDAJ,VYBER,3300,51045,NULL,NULL,NULL
40827,133,1998-07-17,VYDAJ,VYBER,5100,21287,NULL,NULL,NULL
40839,133,1997-11-30,VYDAJ,VYBER,30,85258,SLUZBY,NULL,NULL
40840,133,1997-12-31,VYDAJ,VYBER,30,55326,SLUZBY,NULL,NULL
40841,133,1998-01-31,VYDAJ,VYBER,30,39056,SLUZBY,NULL,NULL
40842,133,1998-02-28,VYDAJ,VYBER,30,30734,SLUZBY,NULL,NULL
40843,133,1998-03-31,VYDAJ,VYBER,30,22342,SLUZBY,NULL,NULL
40844,133,1998-04-30,VYDAJ,VYBER,30,83071,SLUZBY,NULL,NULL
40845,133,1998-05-31,VYDAJ,VYBER,30,76026,SLUZBY,NULL,NULL
40846,133,1998-06-30,VYDAJ,VYBER,30,19261,SLUZBY,NULL,NULL
40847,133,1998-07-31,VYDAJ,VYBER,30,23524,SLUZBY,NULL,NULL
40848,133,1998-08-31,VYDAJ,VYBER,30,16405,SLUZBY,NULL,NULL
40849,133,1998-09-30,VYDAJ,VYBER,30,39223,SLUZBY,NULL,NULL
40850,133,1998-10-31,VYDAJ,VYBER,30,54345,SLUZBY,NULL,NULL
40851,133,1998-11-30,VYDAJ,VYBER,30,99917,SLUZBY,NULL,NULL
40852,133,1997-11-10,VYDAJ,VYBER,41500,63413,NULL,NULL,NULL
40853,133,1997-11-29,VYDAJ,VYBER,59600,84965,NULL,NULL,NULL
40854,133,1997-12-10,VYDAJ,VYBER,25800,59458,NULL,NULL,NULL
40855,133,1998-01-09,VYDAJ,VYBER,8500,39626,NULL,NULL,NULL
40856,133,1998-02-08,PRIJEM,VKLAD,2000,24282,NULL,NULL,NULL
40857,133,1998-03-10,PRIJEM,VKLAD,1600,32334,NULL,NULL,NULL
40858,133,1998-04-09,VYDAJ,VYBER,16500,45221,NULL,NULL,NULL
40859,133,1998-05-09,VYDAJ,VYBER,23400,59671,NULL,NULL,NULL
40860,133,1998-06-08,VYDAJ,VYBER,23400,52626,NULL,NULL,NULL
40861,133,1998-07-08,PRIJEM,VKLAD,6500,25761,NULL,NULL,NULL
40862,133,1998-08-07,PRIJEM,VKLAD,2900,26424,NULL,NULL,NULL
40863,133,1998-09-06,VYDAJ,VYBER,9700,34474,NULL,NULL,NULL
40864,133,1998-10-06,VYDAJ,VYBER,1600,37623,NULL,NULL,NULL
40865,133,1998-11-05,VYDAJ,VYBER,10400,40645,NULL,NULL,NULL
40866,133,1998-11-15,VYDAJ,VYBER,42400,73219,NULL,NULL,NULL
40867,133,1998-11-24,VYDAJ,VYBER,38500,99568,NULL,NULL,NULL
40868,133,1998-12-04,VYDAJ,VYBER,64600,72473,NULL,NULL,NULL
40869,133,1998-12-05,VYDAJ,VYBER,19500,52973,NULL,NULL,NULL
40885,134,1997-12-10,PRIJEM,VKLAD,300,300,NULL,NULL,NULL
40898,134,1998-01-09,PRIJEM,VKLAD,9631,9931,NULL,NULL,NULL
40899,134,1998-02-09,PRIJEM,VKLAD,9631,32921,NULL,NULL,NULL
40900,134,1998-03-09,PRIJEM,VKLAD,9631,42673,NULL,NULL,NULL
40901,134,1998-04-09,PRIJEM,VKLAD,9631,44748,NULL,NULL,NULL
40902,134,1998-05-09,PRIJEM,VKLAD,9631,43621,NULL,NULL,NULL
40903,134,1998-06-09,PRIJEM,VKLAD,14446,46997,NULL,NULL,NULL
40904,134,1998-07-09,PRIJEM,VKLAD,9631,47697,NULL,NULL,NULL
40905,134,1998-08-09,PRIJEM,VKLAD,9631,42906,NULL,NULL,NULL
40906,134,1998-09-09,PRIJEM,VKLAD,9631,37298,NULL,NULL,NULL
40907,134,1998-10-09,PRIJEM,VKLAD,9631,37172,NULL,NULL,NULL
40908,134,1998-11-09,PRIJEM,VKLAD,9631,41839,NULL,NULL,NULL
40909,134,1998-12-09,PRIJEM,VKLAD,14446,47540,NULL,NULL,NULL
40911,134,1998-12-27,VYDAJ,"VYBER KARTOU",2200,45340,NULL,NULL,0
40931,134,1998-08-14,VYDAJ,VYBER,2700,40206,NULL,NULL,NULL
40932,134,1998-07-16,VYDAJ,VYBER,2500,45197,NULL,NULL,NULL
40935,134,1998-09-30,VYDAJ,VYBER,4300,33156,NULL,NULL,NULL
40953,134,1998-05-31,VYDAJ,VYBER,15,35251,SLUZBY,NULL,NULL
40954,134,1998-06-30,VYDAJ,VYBER,15,47166,SLUZBY,NULL,NULL
40955,134,1998-07-31,VYDAJ,VYBER,15,45375,SLUZBY,NULL,NULL
40956,134,1998-08-31,VYDAJ,VYBER,15,40367,SLUZBY,NULL,NULL
40957,134,1998-09-30,VYDAJ,VYBER,15,33141,SLUZBY,NULL,NULL
40958,134,1998-10-31,VYDAJ,VYBER,15,37308,SLUZBY,NULL,NULL
40959,134,1998-11-30,VYDAJ,VYBER,15,41994,SLUZBY,NULL,NULL
40960,134,1998-01-09,PRIJEM,VKLAD,9300,19231,NULL,NULL,NULL
40961,134,1998-02-08,PRIJEM,VKLAD,4000,23291,NULL,NULL,NULL
40962,134,1998-03-10,VYDAJ,VYBER,7700,34973,NULL,NULL,NULL
40963,134,1998-04-09,VYDAJ,VYBER,10900,33848,NULL,NULL,NULL
40964,134,1998-05-09,VYDAJ,VYBER,8500,35121,NULL,NULL,NULL
40965,134,1998-06-08,VYDAJ,VYBER,2700,32551,NULL,NULL,NULL
40966,134,1998-07-08,VYDAJ,VYBER,9100,38066,NULL,NULL,NULL
40967,134,1998-08-07,VYDAJ,VYBER,12100,33275,NULL,NULL,NULL
40968,134,1998-09-06,VYDAJ,VYBER,12700,27667,NULL,NULL,NULL
40969,134,1998-10-06,VYDAJ,VYBER,5600,27541,NULL,NULL,NULL
40970,134,1998-11-05,VYDAJ,VYBER,5100,32208,NULL,NULL,NULL
40971,134,1998-12-05,VYDAJ,VYBER,8900,33094,NULL,NULL,NULL
40984,135,1993-06-15,PRIJEM,VKLAD,700,700,NULL,NULL,NULL
40991,135,1993-07-10,PRIJEM,VKLAD,4451,5151,NULL,NULL,NULL
40992,135,1993-08-10,PRIJEM,VKLAD,4451,18835,NULL,NULL,NULL
40993,135,1993-09-10,PRIJEM,VKLAD,4451,28168,NULL,NULL,NULL
40994,135,1993-10-10,PRIJEM,VKLAD,4451,32929,NULL,NULL,NULL
40995,135,1993-11-10,PRIJEM,VKLAD,4451,31495,NULL,NULL,NULL
40996,135,1993-12-10,PRIJEM,VKLAD,6676,32566,NULL,NULL,NULL
40997,135,1994-01-10,PRIJEM,VKLAD,4451,31514,NULL,NULL,NULL
40998,135,1994-02-10,PRIJEM,VKLAD,4451,20643,NULL,NULL,NULL
40999,135,1994-03-10,PRIJEM,VKLAD,4451,28569,NULL,NULL,NULL
41000,135,1994-04-10,PRIJEM,VKLAD,4451,24520,NULL,NULL,NULL
41001,135,1994-05-10,PRIJEM,VKLAD,4451,25964,NULL,NULL,NULL
41002,135,1994-06-10,PRIJEM,VKLAD,6676,20627,NULL,NULL,NULL
41003,135,1994-07-10,PRIJEM,VKLAD,4451,30555,NULL,NULL,NULL
41004,135,1994-08-10,PRIJEM,VKLAD,4451,29396,NULL,NULL,NULL
41005,135,1994-09-10,PRIJEM,VKLAD,4451,31547,NULL,NULL,NULL
41006,135,1994-10-10,PRIJEM,VKLAD,4451,32212,NULL,NULL,NULL
41007,135,1994-11-10,PRIJEM,VKLAD,4451,31282,NULL,NULL,NULL
41008,135,1994-12-10,PRIJEM,VKLAD,6676,37875,NULL,NULL,NULL
41009,135,1995-01-10,PRIJEM,VKLAD,4451,34760,NULL,NULL,NULL
41010,135,1995-02-10,PRIJEM,VKLAD,4451,30436,NULL,NULL,NULL
41011,135,1995-03-10,PRIJEM,VKLAD,4451,32195,NULL,NULL,NULL
41012,135,1995-04-10,PRIJEM,VKLAD,4451,29663,NULL,NULL,NULL
41013,135,1995-05-10,PRIJEM,VKLAD,4451,32322,NULL,NULL,NULL
41014,135,1995-06-10,PRIJEM,VKLAD,6676,39415,NULL,NULL,NULL
41015,135,1995-07-10,PRIJEM,VKLAD,4451,31392,NULL,NULL,NULL
41016,135,1995-08-10,PRIJEM,VKLAD,4451,38451,NULL,NULL,NULL
41017,135,1995-09-10,PRIJEM,VKLAD,4451,41439,NULL,NULL,NULL
41018,135,1995-10-10,PRIJEM,VKLAD,4451,41044,NULL,NULL,NULL
41019,135,1995-11-10,PRIJEM,VKLAD,4451,42152,NULL,NULL,NULL
41020,135,1995-12-10,PRIJEM,VKLAD,6676,43486,NULL,NULL,NULL
41021,135,1996-01-10,PRIJEM,VKLAD,4451,45392,NULL,NULL,NULL
41022,135,1996-02-10,PRIJEM,VKLAD,4451,45505,NULL,NULL,NULL
41023,135,1996-03-10,PRIJEM,VKLAD,4451,44712,NULL,NULL,NULL
41024,135,1996-04-10,PRIJEM,VKLAD,4451,49830,NULL,NULL,NULL
41025,135,1996-05-10,PRIJEM,VKLAD,4451,47256,NULL,NULL,NULL
41026,135,1996-06-10,PRIJEM,VKLAD,6676,36614,NULL,NULL,NULL
41027,135,1996-07-10,PRIJEM,VKLAD,4451,44715,NULL,NULL,NULL
41028,135,1996-08-10,PRIJEM,VKLAD,4451,47119,NULL,NULL,NULL
41029,135,1996-09-10,PRIJEM,VKLAD,4451,48735,NULL,NULL,NULL
41030,135,1996-10-10,PRIJEM,VKLAD,4451,50355,NULL,NULL,NULL
41031,135,1996-11-10,PRIJEM,VKLAD,4451,51182,NULL,NULL,NULL
41032,135,1996-12-10,PRIJEM,VKLAD,6676,50535,NULL,NULL,NULL
41033,135,1997-01-10,PRIJEM,VKLAD,4451,42561,NULL,NULL,NULL
41034,135,1997-02-10,PRIJEM,VKLAD,4451,38852,NULL,NULL,NULL
41035,135,1997-03-10,PRIJEM,VKLAD,4451,41632,NULL,NULL,NULL
41036,135,1997-04-10,PRIJEM,VKLAD,4451,43823,NULL,NULL,NULL
41037,135,1997-05-10,PRIJEM,VKLAD,4451,44823,NULL,NULL,NULL
41038,135,1997-06-10,PRIJEM,VKLAD,6676,45949,NULL,NULL,NULL
41039,135,1997-07-10,PRIJEM,VKLAD,4451,25243,NULL,NULL,NULL
41040,135,1997-08-10,PRIJEM,VKLAD,4451,34573,NULL,NULL,NULL
41041,135,1997-09-10,PRIJEM,VKLAD,4451,41242,NULL,NULL,NULL
41042,135,1997-10-10,PRIJEM,VKLAD,4451,43841,NULL,NULL,NULL
41043,135,1997-11-10,PRIJEM,VKLAD,4451,47243,NULL,NULL,NULL
41044,135,1997-12-10,PRIJEM,VKLAD,6676,49987,NULL,NULL,NULL
41045,135,1998-01-10,PRIJEM,VKLAD,4451,51021,NULL,NULL,NULL
41046,135,1998-02-10,PRIJEM,VKLAD,4451,53162,NULL,NULL,NULL
41047,135,1998-03-10,PRIJEM,VKLAD,4451,61210,NULL,NULL,NULL
41048,135,1998-04-10,PRIJEM,VKLAD,4451,66086,NULL,NULL,NULL
41049,135,1998-05-10,PRIJEM,VKLAD,4451,68079,NULL,NULL,NULL
41050,135,1998-06-10,PRIJEM,VKLAD,6676,71705,NULL,NULL,NULL
41051,135,1998-07-10,PRIJEM,VKLAD,4451,67995,NULL,NULL,NULL
41052,135,1998-08-10,PRIJEM,VKLAD,4451,75906,NULL,NULL,NULL
41053,135,1998-09-10,PRIJEM,VKLAD,4451,72635,NULL,NULL,NULL
41054,135,1998-10-10,PRIJEM,VKLAD,4451,74955,NULL,NULL,NULL
41055,135,1998-11-10,PRIJEM,VKLAD,4451,65172,NULL,NULL,NULL
41056,135,1998-12-10,PRIJEM,VKLAD,6676,73407,NULL,NULL,NULL
41058,135,1994-06-03,VYDAJ,VYBER,10600,13951,NULL,NULL,NULL
41059,135,1995-06-24,VYDAJ,VYBER,14500,24915,NULL,NULL,NULL
41060,135,1996-06-03,VYDAJ,VYBER,16600,29938,NULL,NULL,NULL
41061,135,1997-06-28,VYDAJ,VYBER,24700,20649,NULL,NULL,NULL
41062,135,1998-06-10,VYDAJ,VYBER,14900,56805,NULL,NULL,NULL
41063,135,1993-12-20,VYDAJ,VYBER,900,26966,NULL,NULL,NULL
41064,135,1994-12-25,VYDAJ,VYBER,1100,36775,NULL,NULL,NULL
41065,135,1995-12-13,VYDAJ,VYBER,1700,41786,NULL,NULL,NULL
41066,135,1996-12-14,VYDAJ,VYBER,600,49935,NULL,NULL,NULL
41067,135,1997-12-16,VYDAJ,VYBER,700,45487,NULL,NULL,NULL
41068,135,1998-12-05,VYDAJ,VYBER,1700,66731,NULL,NULL,NULL
41075,135,1994-01-11,VYDAJ,VYBER,2100,26814,NULL,NULL,NULL
41076,135,1994-01-10,VYDAJ,VYBER,2600,28914,NULL,NULL,NULL
41077,135,1994-01-13,VYDAJ,VYBER,2600,24014,NULL,NULL,NULL
41078,135,1994-01-23,VYDAJ,VYBER,2200,18114,NULL,NULL,NULL
41079,135,1994-01-15,VYDAJ,VYBER,2300,20314,NULL,NULL,NULL
41080,135,1994-01-27,VYDAJ,VYBER,2000,16114,NULL,NULL,NULL
41081,135,1995-01-30,VYDAJ,VYBER,2600,27660,NULL,NULL,NULL
41082,135,1995-01-25,VYDAJ,VYBER,800,32960,NULL,NULL,NULL
41083,135,1995-01-22,VYDAJ,VYBER,1000,33760,NULL,NULL,NULL
41084,135,1995-01-04,VYDAJ,VYBER,1700,35209,NULL,NULL,NULL
41085,135,1995-01-09,VYDAJ,VYBER,1400,30309,NULL,NULL,NULL
41086,135,1995-01-27,VYDAJ,VYBER,2700,30260,NULL,NULL,NULL
41087,135,1996-01-16,VYDAJ,VYBER,1500,42592,NULL,NULL,NULL
41088,135,1996-01-27,VYDAJ,VYBER,1900,40692,NULL,NULL,NULL
41089,135,1996-01-11,VYDAJ,VYBER,1300,44092,NULL,NULL,NULL
41090,135,1996-01-30,VYDAJ,VYBER,1700,36292,NULL,NULL,NULL
41091,135,1996-01-01,VYDAJ,VYBER,2300,40941,NULL,NULL,NULL
41092,135,1996-01-29,VYDAJ,VYBER,2700,37992,NULL,NULL,NULL
41093,135,1997-01-07,VYDAJ,VYBER,2500,39610,NULL,NULL,NULL
41094,135,1997-01-09,VYDAJ,VYBER,1500,38110,NULL,NULL,NULL
41095,135,1997-01-23,VYDAJ,VYBER,1100,32361,NULL,NULL,NULL
41096,135,1997-01-16,VYDAJ,VYBER,1600,35161,NULL,NULL,NULL
41097,135,1997-01-12,VYDAJ,VYBER,2600,39961,NULL,NULL,NULL
41098,135,1997-01-18,VYDAJ,VYBER,1700,33461,NULL,NULL,NULL
41099,135,1998-01-28,VYDAJ,VYBER,500,48521,NULL,NULL,NULL
41100,135,1998-01-19,VYDAJ,VYBER,700,48021,NULL,NULL,NULL
41101,135,1998-01-14,VYDAJ,VYBER,2300,48721,NULL,NULL,NULL
41102,135,1998-01-26,VYDAJ,VYBER,2100,49021,NULL,NULL,NULL
41103,135,1998-01-01,VYDAJ,VYBER,2200,46570,NULL,NULL,NULL
41104,135,1998-01-23,VYDAJ,VYBER,2600,51121,NULL,NULL,NULL
41113,135,1994-04-29,VYDAJ,VYBER,1000,24320,NULL,NULL,NULL
41114,135,1994-04-01,VYDAJ,VYBER,4800,24569,NULL,NULL,NULL
41115,135,1994-04-08,VYDAJ,VYBER,4500,20069,NULL,NULL,NULL
41116,135,1994-05-09,VYDAJ,VYBER,2900,21513,NULL,NULL,NULL
41117,135,1994-07-22,VYDAJ,VYBER,4100,22455,NULL,NULL,NULL
41118,135,1994-01-15,VYDAJ,VYBER,1400,22614,NULL,NULL,NULL
41119,135,1995-12-08,VYDAJ,VYBER,3200,36810,NULL,NULL,NULL
41120,135,1995-04-03,VYDAJ,VYBER,4600,27712,NULL,NULL,NULL
41121,135,1995-02-28,VYDAJ,VYBER,500,30059,NULL,NULL,NULL
41122,135,1995-11-30,VYDAJ,VYBER,4200,38125,NULL,NULL,NULL
41123,135,1996-05-03,VYDAJ,VYBER,1900,42805,NULL,NULL,NULL
41124,135,1996-08-21,VYDAJ,VYBER,2400,44719,NULL,NULL,NULL
41125,135,1996-02-28,VYDAJ,VYBER,3900,41605,NULL,NULL,NULL
41126,135,1996-04-26,VYDAJ,VYBER,2200,47630,NULL,NULL,NULL
41127,135,1997-12-09,VYDAJ,VYBER,4300,43311,NULL,NULL,NULL
41128,135,1997-12-16,VYDAJ,VYBER,3800,46187,NULL,NULL,NULL
41129,135,1997-01-12,VYDAJ,VYBER,3200,36761,NULL,NULL,NULL
41130,135,1997-02-22,VYDAJ,VYBER,1900,36952,NULL,NULL,NULL
41131,135,1997-09-05,VYDAJ,VYBER,700,36791,NULL,NULL,NULL
41132,135,1997-09-25,VYDAJ,VYBER,1900,39242,NULL,NULL,NULL
41133,135,1998-10-21,VYDAJ,VYBER,4000,64955,NULL,NULL,NULL
41134,135,1998-04-21,VYDAJ,VYBER,2000,63386,NULL,NULL,NULL
41135,135,1998-05-19,VYDAJ,VYBER,600,67479,NULL,NULL,NULL
41136,135,1998-08-26,VYDAJ,VYBER,4300,67906,NULL,NULL,NULL
41137,135,1998-11-05,VYDAJ,VYBER,4500,60721,NULL,NULL,NULL
41149,135,1993-11-30,VYDAJ,VYBER,15,25890,SLUZBY,NULL,NULL
41150,135,1993-12-31,VYDAJ,VYBER,15,27063,SLUZBY,NULL,NULL
41151,135,1994-01-31,VYDAJ,VYBER,15,16192,SLUZBY,NULL,NULL
41152,135,1994-02-28,VYDAJ,VYBER,15,24118,SLUZBY,NULL,NULL
41153,135,1994-03-31,VYDAJ,VYBER,15,29369,SLUZBY,NULL,NULL
41154,135,1994-04-30,VYDAJ,VYBER,15,24413,SLUZBY,NULL,NULL
41155,135,1994-05-31,VYDAJ,VYBER,15,24551,SLUZBY,NULL,NULL
41156,135,1994-06-30,VYDAJ,VYBER,15,26104,SLUZBY,NULL,NULL
41157,135,1994-07-31,VYDAJ,VYBER,15,22545,SLUZBY,NULL,NULL
41158,135,1994-08-31,VYDAJ,VYBER,15,29496,SLUZBY,NULL,NULL
41159,135,1994-09-30,VYDAJ,VYBER,15,31661,SLUZBY,NULL,NULL
41160,135,1994-10-31,VYDAJ,VYBER,15,32331,SLUZBY,NULL,NULL
41161,135,1994-11-30,VYDAJ,VYBER,15,31399,SLUZBY,NULL,NULL
41162,135,1994-12-31,VYDAJ,VYBER,15,36909,SLUZBY,NULL,NULL
41163,135,1995-01-31,VYDAJ,VYBER,15,27785,SLUZBY,NULL,NULL
41164,135,1995-02-28,VYDAJ,VYBER,15,30044,SLUZBY,NULL,NULL
41165,135,1995-03-31,VYDAJ,VYBER,15,32312,SLUZBY,NULL,NULL
41166,135,1995-04-30,VYDAJ,VYBER,15,29771,SLUZBY,NULL,NULL
41167,135,1995-05-31,VYDAJ,VYBER,15,32439,SLUZBY,NULL,NULL
41168,135,1995-06-30,VYDAJ,VYBER,15,25041,SLUZBY,NULL,NULL
41169,135,1995-07-31,VYDAJ,VYBER,15,31500,SLUZBY,NULL,NULL
41170,135,1995-08-31,VYDAJ,VYBER,15,38588,SLUZBY,NULL,NULL
41171,135,1995-09-30,VYDAJ,VYBER,15,41593,SLUZBY,NULL,NULL
41172,135,1995-10-31,VYDAJ,VYBER,15,41201,SLUZBY,NULL,NULL
41173,135,1995-11-30,VYDAJ,VYBER,15,38110,SLUZBY,NULL,NULL
41174,135,1995-12-31,VYDAJ,VYBER,15,41941,SLUZBY,NULL,NULL
41175,135,1996-01-31,VYDAJ,VYBER,15,41054,SLUZBY,NULL,NULL
41176,135,1996-02-29,VYDAJ,VYBER,15,41761,SLUZBY,NULL,NULL
41177,135,1996-03-31,VYDAJ,VYBER,15,45379,SLUZBY,NULL,NULL
41178,135,1996-04-30,VYDAJ,VYBER,15,47805,SLUZBY,NULL,NULL
41179,135,1996-05-31,VYDAJ,VYBER,15,46538,SLUZBY,NULL,NULL
41180,135,1996-06-30,VYDAJ,VYBER,15,40264,SLUZBY,NULL,NULL
41181,135,1996-07-31,VYDAJ,VYBER,15,42668,SLUZBY,NULL,NULL
41182,135,1996-08-31,VYDAJ,VYBER,15,44284,SLUZBY,NULL,NULL
41183,135,1996-09-30,VYDAJ,VYBER,15,45904,SLUZBY,NULL,NULL
41184,135,1996-10-31,VYDAJ,VYBER,15,46731,SLUZBY,NULL,NULL
41185,135,1996-11-30,VYDAJ,VYBER,15,43859,SLUZBY,NULL,NULL
41186,135,1996-12-31,VYDAJ,VYBER,15,42110,SLUZBY,NULL,NULL
41187,135,1997-01-31,VYDAJ,VYBER,15,34401,SLUZBY,NULL,NULL
41188,135,1997-02-28,VYDAJ,VYBER,15,37181,SLUZBY,NULL,NULL
41189,135,1997-03-31,VYDAJ,VYBER,15,39372,SLUZBY,NULL,NULL
41190,135,1997-04-30,VYDAJ,VYBER,15,40372,SLUZBY,NULL,NULL
41191,135,1997-05-31,VYDAJ,VYBER,15,39273,SLUZBY,NULL,NULL
41192,135,1997-06-30,VYDAJ,VYBER,15,20792,SLUZBY,NULL,NULL
41193,135,1997-07-31,VYDAJ,VYBER,15,30122,SLUZBY,NULL,NULL
41194,135,1997-08-31,VYDAJ,VYBER,15,37491,SLUZBY,NULL,NULL
41195,135,1997-09-30,VYDAJ,VYBER,15,39390,SLUZBY,NULL,NULL
41196,135,1997-10-31,VYDAJ,VYBER,15,42792,SLUZBY,NULL,NULL
41197,135,1997-11-30,VYDAJ,VYBER,15,47611,SLUZBY,NULL,NULL
41198,135,1997-12-31,VYDAJ,VYBER,15,48770,SLUZBY,NULL,NULL
41199,135,1998-01-31,VYDAJ,VYBER,15,48711,SLUZBY,NULL,NULL
41200,135,1998-02-28,VYDAJ,VYBER,15,56759,SLUZBY,NULL,NULL
41201,135,1998-03-31,VYDAJ,VYBER,15,61635,SLUZBY,NULL,NULL
41202,135,1998-04-30,VYDAJ,VYBER,15,63628,SLUZBY,NULL,NULL
41203,135,1998-05-31,VYDAJ,VYBER,15,65029,SLUZBY,NULL,NULL
41204,135,1998-06-30,VYDAJ,VYBER,15,63544,SLUZBY,NULL,NULL
41205,135,1998-07-31,VYDAJ,VYBER,15,71455,SLUZBY,NULL,NULL
41206,135,1998-08-31,VYDAJ,VYBER,15,68184,SLUZBY,NULL,NULL
41207,135,1998-09-30,VYDAJ,VYBER,15,70504,SLUZBY,NULL,NULL
41208,135,1998-10-31,VYDAJ,VYBER,15,65221,SLUZBY,NULL,NULL
41209,135,1998-11-30,VYDAJ,VYBER,15,68431,SLUZBY,NULL,NULL
41210,135,1993-07-15,PRIJEM,VKLAD,9200,14351,NULL,NULL,NULL
41211,135,1993-08-14,PRIJEM,VKLAD,4800,23635,NULL,NULL,NULL
41212,135,1993-09-13,PRIJEM,VKLAD,200,28368,NULL,NULL,NULL
41213,135,1993-10-13,VYDAJ,VYBER,6000,26929,NULL,NULL,NULL
41214,135,1993-11-12,VYDAJ,VYBER,5700,25795,NULL,NULL,NULL
41215,135,1993-12-12,VYDAJ,VYBER,4700,27866,NULL,NULL,NULL
41216,135,1994-01-11,VYDAJ,VYBER,200,26614,NULL,NULL,NULL
41217,135,1994-02-10,PRIJEM,VKLAD,3400,24043,NULL,NULL,NULL
41218,135,1994-03-12,PRIJEM,VKLAD,700,29269,NULL,NULL,NULL
41219,135,1994-04-11,PRIJEM,VKLAD,800,25320,NULL,NULL,NULL
41220,135,1994-05-11,VYDAJ,VYBER,1500,24464,NULL,NULL,NULL
41221,135,1994-06-10,PRIJEM,VKLAD,5400,26027,NULL,NULL,NULL
41222,135,1994-07-10,VYDAJ,VYBER,4000,26555,NULL,NULL,NULL
41223,135,1994-08-09,PRIJEM,VKLAD,2400,24945,NULL,NULL,NULL
41224,135,1994-09-08,VYDAJ,VYBER,2400,27096,NULL,NULL,NULL
41225,135,1994-10-08,VYDAJ,VYBER,3900,27761,NULL,NULL,NULL
41226,135,1994-11-07,VYDAJ,VYBER,5500,26831,NULL,NULL,NULL
41227,135,1994-12-07,VYDAJ,VYBER,200,31199,NULL,NULL,NULL
41228,135,1995-01-06,VYDAJ,VYBER,3500,31709,NULL,NULL,NULL
41229,135,1995-02-05,VYDAJ,VYBER,1800,25985,NULL,NULL,NULL
41230,135,1995-03-07,VYDAJ,VYBER,2300,27744,NULL,NULL,NULL
41231,135,1995-04-06,VYDAJ,VYBER,2500,25212,NULL,NULL,NULL
41232,135,1995-05-06,VYDAJ,VYBER,1900,27871,NULL,NULL,NULL
41233,135,1995-06-05,PRIJEM,VKLAD,300,32739,NULL,NULL,NULL
41234,135,1995-07-05,PRIJEM,VKLAD,1900,26941,NULL,NULL,NULL
41235,135,1995-08-04,PRIJEM,VKLAD,2500,34000,NULL,NULL,NULL
41236,135,1995-09-03,VYDAJ,VYBER,1600,36988,NULL,NULL,NULL
41237,135,1995-10-03,VYDAJ,VYBER,5000,36593,NULL,NULL,NULL
41238,135,1995-11-02,VYDAJ,VYBER,3500,37701,NULL,NULL,NULL
41239,135,1995-12-02,PRIJEM,VKLAD,1900,40010,NULL,NULL,NULL
41240,135,1996-01-01,PRIJEM,VKLAD,1300,43241,NULL,NULL,NULL
41241,135,1996-01-31,PRIJEM,VKLAD,4600,41069,NULL,NULL,NULL
41242,135,1996-03-01,VYDAJ,VYBER,1500,40261,NULL,NULL,NULL
41243,135,1996-03-31,PRIJEM,VKLAD,500,45212,NULL,NULL,NULL
41244,135,1996-04-30,VYDAJ,VYBER,3100,44705,NULL,NULL,NULL
41245,135,1996-05-30,VYDAJ,VYBER,900,46356,NULL,NULL,NULL
41246,135,1996-06-29,PRIJEM,VKLAD,3500,40114,NULL,NULL,NULL
41247,135,1996-07-29,VYDAJ,VYBER,2200,42515,NULL,NULL,NULL
41248,135,1996-08-28,VYDAJ,VYBER,600,44119,NULL,NULL,NULL
41249,135,1996-09-27,VYDAJ,VYBER,3000,45735,NULL,NULL,NULL
41250,135,1996-10-27,VYDAJ,VYBER,3800,46555,NULL,NULL,NULL
41251,135,1996-11-26,VYDAJ,VYBER,7500,43682,NULL,NULL,NULL
41252,135,1996-12-26,VYDAJ,VYBER,8000,41935,NULL,NULL,NULL
41253,135,1997-01-25,PRIJEM,VKLAD,1900,34261,NULL,NULL,NULL
41254,135,1997-02-24,PRIJEM,VKLAD,100,37052,NULL,NULL,NULL
41255,135,1997-03-26,VYDAJ,VYBER,2400,39232,NULL,NULL,NULL
41256,135,1997-04-25,VYDAJ,VYBER,3600,40223,NULL,NULL,NULL
41257,135,1997-05-25,VYDAJ,VYBER,5700,39123,NULL,NULL,NULL
41258,135,1997-06-24,VYDAJ,VYBER,600,45349,NULL,NULL,NULL
41259,135,1997-07-24,PRIJEM,VKLAD,4800,30043,NULL,NULL,NULL
41260,135,1997-08-23,PRIJEM,VKLAD,2800,37373,NULL,NULL,NULL
41261,135,1997-09-22,VYDAJ,VYBER,100,41142,NULL,NULL,NULL
41262,135,1997-10-22,VYDAJ,VYBER,1200,42641,NULL,NULL,NULL
41263,135,1997-11-21,PRIJEM,VKLAD,200,47443,NULL,NULL,NULL
41264,135,1997-12-21,PRIJEM,VKLAD,3100,48587,NULL,NULL,NULL
41265,135,1998-01-20,PRIJEM,VKLAD,5700,53721,NULL,NULL,NULL
